,content,cleaning,normalize,removal,tokenizing,polarity_score,polarity
27,Saran saya ya khususnya developernya bagian UI/UX ..tolong buat tampilan yang bener2 user friendly.. ya... aplikasinya ribet banget ..mau beli tiket kereta lokal aj stepnya panjang banget. Belom lagi pas pembayaran e Walletnya cuma OVO doang.. .. kalo mau pake Qris harsus 2 kali kerja ... download barcodenya dulu...belom lg lemot .. padahal koneksi lancar.,saran saya ya khususnya developernya bagian ui ux tolong buat tampilan yang bener user friendly ya aplikasinya ribet banget mau beli tiket kereta lokal aj stepnya panjang banget belom lagi pas pembayaran e walletnya cuma ovo doang kalo mau pake qris harsus kali kerja download barcodenya dulu belom lg lemot padahal koneksi lancar,saran saya iya khusus developer bagi ui ux tolong buat tampil yang benar user friendly iya aplikasi ribet banget mau beli tiket kereta lokal saja langkah panjang banget bom lagi pas bayar e walletnya cuma ovo saja kalau mau pakai qris harsus kali kerja download barcodenya dulu bom lagi lambat padahal koneksi lancar,saran khusus developer tolong tampil user friendly aplikasi ribet beli tiket kereta lokal langkah bom bayar walletnya ovo pakai qris harsus kerja download barcodenya bom lambat koneksi lancar,"['saran', 'khusus', 'developer', 'tolong', 'tampil', 'user', 'friendly', 'aplikasi', 'ribet', 'beli', 'tiket', 'kereta', 'lokal', 'langkah', 'bom', 'bayar', 'walletnya', 'ovo', 'pakai', 'qris', 'harsus', 'kerja', 'download', 'barcodenya', 'bom', 'lambat', 'koneksi', 'lancar']",-2,negative
28,"maaf, kenapa setelah di update aplikasinya jadi lemot begini yaa? saya mau nyari tiket malah loading terus padahal jaringan saya lancar² saja, tolong dibenerin donggg",maaf kenapa setelah di update aplikasinya jadi lemot begini yaa saya mau nyari tiket malah loading terus padahal jaringan saya lancar saja tolong dibenerin donggg,maaf kenapa telah di perbarui aplikasi jadi lambat begini yaa saya mau mencari tiket bahkan loading terus padahal jaring saya lancar saja tolong dibenerin donggg,maaf perbarui aplikasi lambat yaa mencari tiket loading jaring lancar tolong dibenerin donggg,"['maaf', 'perbarui', 'aplikasi', 'lambat', 'yaa', 'mencari', 'tiket', 'loading', 'jaring', 'lancar', 'tolong', 'dibenerin', 'donggg']",1,positive
29,"Tolong Diperbaiki kembali aplikasinya, sangat sering sekali eror tidak muncul opsi pembelian tiket padahal internet lancar, server sering penuh, tolong diperbaiki. Biar semakin memudahkan penggunanya. Terimakasih",tolong diperbaiki kembali aplikasinya sangat sering sekali eror tidak muncul opsi pembelian tiket padahal internet lancar server sering penuh tolong diperbaiki biar semakin memudahkan penggunanya terimakasih,tolong baik kembali aplikasi sangat sering sekali eror tidak muncul opsi beli tiket padahal internet lancar server sering penuh tolong baik biar makin mudah guna terimakasih,tolong aplikasi eror muncul opsi beli tiket internet lancar server penuh tolong biar mudah terimakasih,"['tolong', 'aplikasi', 'eror', 'muncul', 'opsi', 'beli', 'tiket', 'internet', 'lancar', 'server', 'penuh', 'tolong', 'biar', 'mudah', 'terimakasih']",1,positive
30,Aplikasi super ribet.. Sdh pembayaran katanya sukses.. Tapi tiket ga ada saldo masih tetep ga berkurang..dah coba beberapa x pun sama. Udah masukin pake no ktp pula sendiri enak. Ini rombongan..Murah si... Asli ribet kalo ga anak pingin naik kereta ogah,aplikasi super ribet sdh pembayaran katanya sukses tapi tiket ga ada saldo masih tetep ga berkurang dah coba beberapa x pun sama udah masukin pake no ktp pula sendiri enak ini rombongan murah si asli ribet kalo ga anak pingin naik kereta ogah,aplikasi super ribet sudah bayar kata sukses tapi tiket tidak ada saldo masih tetep tidak kurang deh coba beberapa tidak bisa pun sama sudah masukkan pakai nomor ktp pula sendiri enak ini rombong murah si asli ribet kalau tidak anak pingin naik kereta tidak mau,aplikasi super ribet bayar sukses tiket saldo tetep deh coba masukkan pakai nomor ktp enak rombong murah asli ribet anak kereta,"['aplikasi', 'super', 'ribet', 'bayar', 'sukses', 'tiket', 'saldo', 'tetep', 'deh', 'coba', 'masukkan', 'pakai', 'nomor', 'ktp', 'enak', 'rombong', 'murah', 'asli', 'ribet', 'anak', 'kereta']",1,positive
31,"Aplikasi lemot nyari tiket aja loadingnya lama. Sinyal wifi padahal sangat bagus, hp saya juga bukan hp jadul yg lemot, tapi memang aplikasinya yg masalah.",aplikasi lemot nyari tiket aja loadingnya lama sinyal wifi padahal sangat bagus hp saya juga bukan hp jadul yg lemot tapi memang aplikasinya yg masalah,aplikasi lambat mencari tiket saja loadingnya lama sinyal wifi padahal sangat bagus hp saya juga bukan hp jaman dulu yang lambat tapi memang aplikasi yang masalah,aplikasi lambat mencari tiket loadingnya sinyal wifi bagus jaman lambat aplikasi,"['aplikasi', 'lambat', 'mencari', 'tiket', 'loadingnya', 'sinyal', 'wifi', 'bagus', 'jaman', 'lambat', 'aplikasi']",-1,negative
32,"aplikasi nya tidak memiliki fitur yang bagus, sebagai contoh saya lupa tidak mengunduh qris dan tifak sengaja keluar dari aplikasi, di fitur tiket bagian menunggu tidak dapat di bayar, mw melihat qirs lagi saja tidak bisa sungguh mengecewakan",aplikasi nya tidak memiliki fitur yang bagus sebagai contoh saya lupa tidak mengunduh qris dan tifak sengaja keluar dari aplikasi di fitur tiket bagian menunggu tidak dapat di bayar mw melihat qirs lagi saja tidak bisa sungguh mengecewakan,aplikasi nya tidak milik fitur yang bagus bagai contoh saya lupa tidak unduh qris dan tifak sengaja keluar dari aplikasi di fitur tiket bagi tunggu tidak dapat di bayar now watching lihat qirs lagi saja tidak bisa sungguh kecewa,aplikasi milik fitur bagus lupa unduh qris tifak sengaja aplikasi fitur tiket tunggu bayar now watching lihat qirs kecewa,"['aplikasi', 'milik', 'fitur', 'bagus', 'lupa', 'unduh', 'qris', 'tifak', 'sengaja', 'aplikasi', 'fitur', 'tiket', 'tunggu', 'bayar', 'now', 'watching', 'lihat', 'qirs', 'kecewa']",-2,negative
33,"Tolonglah, kalo emang mau ngasih fasilitas di cek udah bener belum aplikasi ini. Sering eror, gak keluar tiket, mau ganti pengaturan aja susah",tolonglah kalo emang mau ngasih fasilitas di cek udah bener belum aplikasi ini sering eror gak keluar tiket mau ganti pengaturan aja susah,tolong kalau memang mau memberikan fasilitas di cek sudah benar belum aplikasi ini sering eror tidak keluar tiket mau ganti atur saja susah,tolong fasilitas cek aplikasi eror tiket ganti atur susah,"['tolong', 'fasilitas', 'cek', 'aplikasi', 'eror', 'tiket', 'ganti', 'atur', 'susah']",-2,negative
35,"Aplikasinya sangat buruk, loading sangat lambat, saat menampilkan daftar kereta & tempat duduk terjadi delay yg sangat lama, begitu pula batas waktu pemesanannya terlalu cepat, tidak sebanding dengan delaynya, pesan 3 tiket saja mepet waktu, gimana pesan 6-10 tiket, selalu habis waktunya.. msh lebih baik versi pertama/sebelumnya.. tolonglah perbaiki/rubah sistemnya, Krn ini sangat merepotkan 😡😡😡",aplikasinya sangat buruk loading sangat lambat saat menampilkan daftar kereta tempat duduk terjadi delay yg sangat lama begitu pula batas waktu pemesanannya terlalu cepat tidak sebanding dengan delaynya pesan tiket saja mepet waktu gimana pesan tiket selalu habis waktunya msh lebih baik versi pertama sebelumnya tolonglah perbaiki rubah sistemnya krn ini sangat merepotkan,aplikasi sangat buruk loading sangat lambat saat tampil daftar kereta tempat duduk jadi delay yang sangat lama begitu pula batas waktu mesan terlalu cepat tidak banding dengan delaynya pesan tiket saja dekat sekali waktu bagaimana pesan tiket selalu habis waktu masih lebih baik versi pertama belum tolong baik rubah sistem karena ini sangat repot,aplikasi buruk loading lambat tampil daftar kereta duduk delay batas mesan cepat banding delaynya pesan tiket pesan tiket habis versi tolong rubah sistem repot,"['aplikasi', 'buruk', 'loading', 'lambat', 'tampil', 'daftar', 'kereta', 'duduk', 'delay', 'batas', 'mesan', 'cepat', 'banding', 'delaynya', 'pesan', 'tiket', 'pesan', 'tiket', 'habis', 'versi', 'tolong', 'rubah', 'sistem', 'repot']",-2,negative
36,"Untuk versi sekarang sangat bad dibanding versi sebelumnya. Kalau yg dulu saya rasa tidak ada keluhan, saat pemesanan tiket cepat dan aman2 saja. Tapi untuk sekarang selalu time out dan salah pengambilan data, tolong diperbaiki sistemnya...",untuk versi sekarang sangat bad dibanding versi sebelumnya kalau yg dulu saya rasa tidak ada keluhan saat pemesanan tiket cepat dan aman saja tapi untuk sekarang selalu time out dan salah pengambilan data tolong diperbaiki sistemnya,untuk versi sekarang sangat buruk banding versi belum kalau yang dulu saya rasa tidak ada keluh saat mesan tiket cepat dan aman saja tapi untuk sekarang selalu time out dan salah ambil data tolong baik sistem,versi buruk banding versi keluh mesan tiket cepat aman time out salah ambil data tolong sistem,"['versi', 'buruk', 'banding', 'versi', 'keluh', 'mesan', 'tiket', 'cepat', 'aman', 'time', 'out', 'salah', 'ambil', 'data', 'tolong', 'sistem']",-1,negative
37,"Mulai jam 00.00 beli tiket selalu ditampilkan dengan ""time out"" dan error ""kesalahan pengambilan data"". Aplikasi bagus tapi tidak didukung infrastruktur IT yang mumpuni. Setiap tahunnya selalu begini tanpa solusi seolah dipelihara untuk kepentingan tertentu. Jika beban akses tinggi, seharusnya server bersifat elastis seperti penggunaan cloud computing. Really bad service in digital era!",mulai jam beli tiket selalu ditampilkan dengan time out dan error kesalahan pengambilan data aplikasi bagus tapi tidak didukung infrastruktur it yang mumpuni setiap tahunnya selalu begini tanpa solusi seolah dipelihara untuk kepentingan tertentu jika beban akses tinggi seharusnya server bersifat elastis seperti penggunaan cloud computing really bad service in digital era,mulai jam beli tiket selalu tampil dengan time out dan error salah ambil data aplikasi bagus tapi tidak dukung infrastruktur it yang mumpuni tiap tahun selalu begini tanpa solusi olah pelihara untuk penting tentu jika beban akses tinggi harus server sifat elastis seperti guna cloud computing really buruk service in digital era,jam beli tiket tampil time out error salah ambil data aplikasi bagus dukung infrastruktur mumpuni solusi olah pelihara beban akses server sifat elastis cloud computing really buruk service digital era,"['jam', 'beli', 'tiket', 'tampil', 'time', 'out', 'error', 'salah', 'ambil', 'data', 'aplikasi', 'bagus', 'dukung', 'infrastruktur', 'mumpuni', 'solusi', 'olah', 'pelihara', 'beban', 'akses', 'server', 'sifat', 'elastis', 'cloud', 'computing', 'really', 'buruk', 'service', 'digital', 'era']",1,positive
38,"Apakah KAI tidak pernah membaca ulasan aplikasi KAI? Padahal rating aplikasi sudah sangat jelek 2,5 bintang nya tp tetap tidak ada perbaikan. Sekarang sudah mau 2 tahun sejak ulasan pertama masih aja lemot dan sering eror saat cari tiket",apakah kai tidak pernah membaca ulasan aplikasi kai padahal rating aplikasi sudah sangat jelek bintang nya tp tetap tidak ada perbaikan sekarang sudah mau tahun sejak ulasan pertama masih aja lemot dan sering eror saat cari tiket,apakah kai tidak pernah baca ulas aplikasi kai padahal rating aplikasi sudah sangat jelek bintang nya tapi tetap tidak ada baik sekarang sudah mau tahun sejak ulas pertama masih saja lambat dan sering eror saat cari tiket,kai baca ulas aplikasi kai rating aplikasi jelek bintang ulas lambat eror cari tiket,"['kai', 'baca', 'ulas', 'aplikasi', 'kai', 'rating', 'aplikasi', 'jelek', 'bintang', 'ulas', 'lambat', 'eror', 'cari', 'tiket']",-2,negative
39,"Maaf saya rubah karna aplikasi sering nutup sendiri pas dah mau pesan tiket, HP RAM 3GB. Bukan mempermudah malah mempersulit buat yang mau beli tiket goshow. Fitur yang dihadirkan aplikasi ini cukup lengkap dan enak untuk pemesanan tiket KA. Dan kadang jika ada perubahan data harus diuninstall dulu baru instal lagi supaya datanya kereset. Semoga ke depan bisa lebih dioptimalkan untuk aplikasinya, terima kasih sukses terus.",maaf saya rubah karna aplikasi sering nutup sendiri pas dah mau pesan tiket hp ram gb bukan mempermudah malah mempersulit buat yang mau beli tiket goshow fitur yang dihadirkan aplikasi ini cukup lengkap dan enak untuk pemesanan tiket ka dan kadang jika ada perubahan data harus diuninstall dulu baru instal lagi supaya datanya kereset semoga ke depan bisa lebih dioptimalkan untuk aplikasinya terima kasih sukses terus,maaf saya rubah karena aplikasi sering nutup sendiri pas deh mau pesan tiket hp ram gb bukan mudah bahkan sulit buat yang mau beli tiket goshow fitur yang hadir aplikasi ini cukup lengkap dan enak untuk mesan tiket kakak dan kadang jika ada ubah data harus diuninstall dulu baru instal lagi supaya data kereset moga ke depan bisa lebih optimal untuk aplikasi terima kasih sukses terus,maaf rubah aplikasi nutup deh pesan tiket ram mudah sulit beli tiket goshow fitur hadir aplikasi lengkap enak mesan tiket kakak ubah data diuninstall instal data kereset moga optimal aplikasi terima kasih sukses,"['maaf', 'rubah', 'aplikasi', 'nutup', 'deh', 'pesan', 'tiket', 'ram', 'mudah', 'sulit', 'beli', 'tiket', 'goshow', 'fitur', 'hadir', 'aplikasi', 'lengkap', 'enak', 'mesan', 'tiket', 'kakak', 'ubah', 'data', 'diuninstall', 'instal', 'data', 'kereset', 'moga', 'optimal', 'aplikasi', 'terima', 'kasih', 'sukses']",5,positive
40,"Udh d update masi aja sering ada bug cannot booking more 15 , padahal ga pesen tiket apa apa sebelumnya dihari itu, dan itu kadang muncul pas mau pesen tiket ka lokal",udh d update masi aja sering ada bug cannot booking more padahal ga pesen tiket apa apa sebelumnya dihari itu dan itu kadang muncul pas mau pesen tiket ka lokal,sudah di perbarui mas saja sering ada bug cannot pesan more padahal tidak pesan tiket apa apa belum hari itu dan itu kadang muncul pas mau pesan tiket kakak lokal,perbarui bug can not pesan more pesan tiket muncul pesan tiket kakak lokal,"['perbarui', 'bug', 'can', 'not', 'pesan', 'more', 'pesan', 'tiket', 'muncul', 'pesan', 'tiket', 'kakak', 'lokal']",-1,negative
41,Aplikasi lemot..loading lama sekali. Pesen tiket udah daftar tinggal bayar giliran mau bayar qris hilang. Mau telp gak terhubung².,aplikasi lemot loading lama sekali pesen tiket udah daftar tinggal bayar giliran mau bayar qris hilang mau telp gak terhubung,aplikasi lambat loading lama sekali pesan tiket sudah daftar tinggal bayar gilir mau bayar qris hilang mau telepon tidak hubung,aplikasi lambat loading pesan tiket daftar tinggal bayar gilir bayar qris hilang telepon hubung,"['aplikasi', 'lambat', 'loading', 'pesan', 'tiket', 'daftar', 'tinggal', 'bayar', 'gilir', 'bayar', 'qris', 'hilang', 'telepon', 'hubung']",-2,negative
42,Setelah di upgrade pembatalan atau ubah jadwal yg biasanya ada dibawah detail tiket sekarang tidak ada. Giliran diklik pembatalan yg menunya ada diluar muncul belum beli tiket. Ubah jadwal juga tertulis belum beli tiket. Terpaksa diiklaskan hangus.. bad..,setelah di upgrade pembatalan atau ubah jadwal yg biasanya ada dibawah detail tiket sekarang tidak ada giliran diklik pembatalan yg menunya ada diluar muncul belum beli tiket ubah jadwal juga tertulis belum beli tiket terpaksa diiklaskan hangus bad,telah di perbarui batal atau ubah jadwal yang biasa ada bawah detail tiket sekarang tidak ada gilir klik batal yang menu ada luar muncul belum beli tiket ubah jadwal juga tulis belum beli tiket paksa diiklaskan hangus buruk,perbarui batal ubah jadwal tiket gilir klik batal menu muncul beli tiket ubah jadwal tulis beli tiket paksa diiklaskan hangus buruk,"['perbarui', 'batal', 'ubah', 'jadwal', 'tiket', 'gilir', 'klik', 'batal', 'menu', 'muncul', 'beli', 'tiket', 'ubah', 'jadwal', 'tulis', 'beli', 'tiket', 'paksa', 'diiklaskan', 'hangus', 'buruk']",-5,negative
43,"mohon dengan sangat untuk meningkatkan kualitas server aplikasinya, baru dibuka sebentar sudah crash sana sini lemot nya nggak karuan, untuk mau melakukan pembayaran saja juga lama dan kadang malah eror tidak bisa. ini aplikasi dibuat kan niatnya untuk memudahkan, tapi malah membuat orang emosi dan buang buang waktu hanya untuk nunggu loading jadwal tiket. tolong dengan sangat melakukan maintance ulang kualitas server aplikasinya, ganti dengan yang lebih baik.",mohon dengan sangat untuk meningkatkan kualitas server aplikasinya baru dibuka sebentar sudah crash sana sini lemot nya nggak karuan untuk mau melakukan pembayaran saja juga lama dan kadang malah eror tidak bisa ini aplikasi dibuat kan niatnya untuk memudahkan tapi malah membuat orang emosi dan buang buang waktu hanya untuk nunggu loading jadwal tiket tolong dengan sangat melakukan maintance ulang kualitas server aplikasinya ganti dengan yang lebih baik,mohon dengan sangat untuk tingkat kualitas server aplikasi baru buka sebentar sudah crash sana sini lambat nya tidak karuan untuk mau laku bayar saja juga lama dan kadang bahkan eror tidak bisa ini aplikasi buat kan niat untuk mudah tapi bahkan buat orang emosi dan buang buang waktu hanya untuk menunggu loading jadwal tiket tolong dengan sangat laku maintance ulang kualitas server aplikasi ganti dengan yang lebih baik,mohon tingkat kualitas server aplikasi buka sebentar crash lambat karuan laku bayar eror aplikasi niat mudah orang emosi buang buang menunggu loading jadwal tiket tolong laku maintance ulang kualitas server aplikasi ganti,"['mohon', 'tingkat', 'kualitas', 'server', 'aplikasi', 'buka', 'sebentar', 'crash', 'lambat', 'karuan', 'laku', 'bayar', 'eror', 'aplikasi', 'niat', 'mudah', 'orang', 'emosi', 'buang', 'buang', 'menunggu', 'loading', 'jadwal', 'tiket', 'tolong', 'laku', 'maintance', 'ulang', 'kualitas', 'server', 'aplikasi', 'ganti']",-4,negative
